epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,735.913,0.57922,0.35498,1.20355,0.93774,1,0.98029,0.76598,0.99158,0.45747,1.68411,0.00195972,0.00195972,0.00195972
184,739.957,0.56638,0.33559,1.18578,0.94085,0.99453,0.98029,0.7602,0.98255,0.57331,1.77139,0.00195951,0.00195951,0.00195951
185,743.856,0.55369,0.32962,1.16631,0.937,1,0.97324,0.74527,1.06757,0.54862,1.81421,0.00195929,0.00195929,0.00195929
186,747.737,0.56363,0.34846,1.17563,0.87377,0.9375,0.9441,0.75804,0.98388,0.55768,1.66698,0.00195907,0.00195907,0.00195907
187,751.652,0.53094,0.32723,1.16441,0.88517,1,0.98083,0.78696,0.87513,0.52288,1.60529,0.00195886,0.00195886,0.00195886
188,755.619,0.51886,0.32734,1.15554,0.93704,1,0.98029,0.7504,0.89952,0.50329,1.66223,0.00195864,0.00195864,0.00195864
189,759.511,0.55939,0.33954,1.17181,0.91592,1,0.97676,0.79486,0.86654,0.4975,1.56078,0.00195842,0.00195842,0.00195842
190,763.499,0.53513,0.33566,1.15235,0.7788,0.875,0.89468,0.67821,1.03986,0.73222,1.80049,0.00195821,0.00195821,0.00195821
191,767.406,0.57652,0.36938,1.19417,0.87199,0.875,0.89206,0.66328,1.20745,0.59359,2.04848,0.00195799,0.00195799,0.00195799
192,771.339,0.53927,0.34244,1.15259,0.93888,1,0.98441,0.78208,0.86753,0.51315,1.52595,0.00195778,0.00195778,0.00195778
193,775.031,0.54047,0.32716,1.15559,0.9363,1,0.97676,0.74808,0.97285,0.50611,1.67726,0.00195756,0.00195756,0.00195756
194,778.763,0.53419,0.32868,1.16183,0.93688,1,0.97676,0.79426,0.87321,0.48759,1.50192,0.00195736,0.00195736,0.00195736
195,782.608,0.54504,0.3317,1.16303,0.93822,1,0.97676,0.76067,0.9119,0.52751,1.6215,0.00195715,0.00195715,0.00195715
196,786.501,0.54244,0.32985,1.17861,0.88884,1,0.98458,0.7775,0.85313,0.47997,1.59762,0.00195694,0.00195694,0.00195694
197,790.392,0.55248,0.33998,1.15858,0.9277,0.9375,0.93855,0.70422,1.00788,0.47221,1.72598,0.00195673,0.00195673,0.00195673
198,794.239,0.55604,0.33193,1.17206,0.94059,1,0.95853,0.6961,1.09183,0.59583,1.84671,0.00195652,0.00195652,0.00195652
199,798.218,0.54512,0.31962,1.15284,0.88644,1,0.97324,0.7317,0.99828,0.48965,1.77512,0.0019563,0.0019563,0.0019563
200,802.161,0.58797,0.34315,1.18596,0.86182,1,0.98167,0.72957,0.98813,0.51697,1.77437,0.00195608,0.00195608,0.00195608
201,806.14,0.53053,0.33678,1.16428,0.93795,1,0.98794,0.72592,1.1027,0.56794,1.86486,0.00195586,0.00195586,0.00195586
202,809.914,0.54806,0.32846,1.17885,0.93774,1,0.98029,0.79842,0.89286,0.47654,1.64973,0.00195565,0.00195565,0.00195565
203,813.893,0.52245,0.31427,1.1351,0.93325,1,0.98794,0.79835,0.88454,0.45599,1.70974,0.00195544,0.00195544,0.00195544
204,817.837,0.5287,0.31816,1.16724,0.93524,1,0.98029,0.7886,0.87196,0.45721,1.74048,0.00195522,0.00195522,0.00195522
205,821.839,0.54895,0.32971,1.17903,0.93815,1,0.995,0.78227,0.86303,0.4629,1.68254,0.001955,0.001955,0.001955
206,825.819,0.54324,0.31057,1.17859,0.93783,1,0.98441,0.83964,0.79117,0.37078,1.58384,0.00195478,0.00195478,0.00195478
207,829.724,0.5293,0.3213,1.15756,0.9392,1,0.97676,0.83122,0.79749,0.43339,1.51009,0.00195456,0.00195456,0.00195456
208,833.786,0.50995,0.32316,1.14878,0.93849,1,0.98794,0.83024,0.73594,0.36398,1.47582,0.00195435,0.00195435,0.00195435
209,837.783,0.5286,0.33277,1.13592,0.93874,1,0.98029,0.80984,0.80662,0.40632,1.54254,0.00195412,0.00195412,0.00195412
210,841.784,0.50085,0.30847,1.15116,0.88579,1,0.96521,0.73636,0.86598,0.4963,1.74701,0.0019539,0.0019539,0.0019539
211,845.704,0.51709,0.3361,1.1399,0.93717,1,0.95853,0.75507,0.91215,0.49864,1.76971,0.00195368,0.00195368,0.00195368
212,849.662,0.50674,0.31543,1.13285,0.93793,1,0.97324,0.78808,0.78273,0.43298,1.52461,0.00195347,0.00195347,0.00195347
213,853.565,0.52473,0.31032,1.14319,0.93771,1,0.98029,0.77342,0.86768,0.5525,1.54125,0.00195325,0.00195325,0.00195325
214,857.366,0.51467,0.32135,1.13958,0.93675,1,0.955,0.68131,0.95855,0.50369,1.7747,0.00195304,0.00195304,0.00195304
215,861.239,0.52495,0.3262,1.13801,0.93704,1,0.96971,0.74116,0.91853,0.50762,1.7353,0.00195283,0.00195283,0.00195283
216,865.21,0.52175,0.31894,1.14303,0.93826,1,0.98794,0.75666,0.88478,0.47248,1.64206,0.00195262,0.00195262,0.00195262
217,869.169,0.51609,0.3142,1.15652,0.93812,1,0.99147,0.76069,0.89139,0.52352,1.73614,0.0019524,0.0019524,0.0019524
218,873.047,0.52439,0.32532,1.15394,0.93803,1,0.98029,0.71816,0.95519,0.48265,1.80768,0.00195218,0.00195218,0.00195218
219,877.055,0.53733,0.3356,1.16821,0.93189,0.9375,0.98458,0.76053,0.99476,0.53165,1.84399,0.00195197,0.00195197,0.00195197
220,881.003,0.55499,0.34439,1.1588,0.93819,1,0.99147,0.79044,0.91101,0.50461,1.75214,0.00195174,0.00195174,0.00195174
221,884.952,0.50997,0.30954,1.14183,0.92091,0.9375,0.933,0.69559,1.08983,0.58257,2.04055,0.00195153,0.00195153,0.00195153
222,888.744,0.51531,0.33242,1.14659,0.93744,0.93662,0.97125,0.72449,1.1012,0.57535,2.01423,0.00195132,0.00195132,0.00195132
223,892.741,0.5543,0.34946,1.21009,0.87502,1,0.96521,0.68945,1.04575,0.51135,1.89638,0.0019511,0.0019511,0.0019511
224,896.716,0.52982,0.31509,1.14959,0.93786,1,0.98441,0.8119,0.78058,0.44984,1.61688,0.00195089,0.00195089,0.00195089
225,900.676,0.5293,0.30873,1.13729,0.93794,1,0.99147,0.82229,0.78998,0.38033,1.65409,0.00195067,0.00195067,0.00195067
226,904.536,0.53285,0.33871,1.15453,0.93779,1,0.98794,0.7631,0.93635,0.43159,1.84392,0.00195045,0.00195045,0.00195045
227,908.354,0.55765,0.33492,1.18401,0.93788,1,0.98794,0.74005,1.05225,0.47891,2.10139,0.00195024,0.00195024,0.00195024
228,912.291,0.51422,0.30663,1.13606,0.93834,1,0.98794,0.76878,0.9859,0.46274,1.86579,0.00195003,0.00195003,0.00195003
229,916.144,0.52615,0.32323,1.16094,0.93731,1,0.98794,0.78227,0.95794,0.42633,1.88721,0.00194981,0.00194981,0.00194981
230,920.105,0.54746,0.32186,1.17365,0.93569,1,0.955,0.72623,0.9412,0.41761,1.71959,0.00194959,0.00194959,0.00194959
231,923.934,0.54561,0.32484,1.15983,0.88705,1,0.98458,0.76719,0.75855,0.41257,1.48102,0.00194938,0.00194938,0.00194938
232,927.985,0.54077,0.31296,1.14645,0.93792,1,0.99147,0.78837,0.82394,0.42447,1.6614,0.00194916,0.00194916,0.00194916
233,931.923,0.52097,0.31521,1.15897,0.93717,1,0.98794,0.81296,0.80844,0.4182,1.49612,0.00194894,0.00194894,0.00194894
234,935.882,0.54403,0.32802,1.15369,0.93768,1,0.99147,0.75279,0.86959,0.45911,1.60065,0.00194873,0.00194873,0.00194873
235,939.819,0.51911,0.31682,1.13378,0.93781,1,0.96206,0.77331,0.88908,0.46595,1.63844,0.00194851,0.00194851,0.00194851
236,943.814,0.52805,0.31433,1.15884,0.93866,1,0.96971,0.78058,0.97499,0.44217,1.81613,0.00194829,0.00194829,0.00194829
237,947.757,0.51977,0.32337,1.14962,0.87046,0.9375,0.95603,0.719,1.08221,0.6055,1.88723,0.00194807,0.00194807,0.00194807
238,951.691,0.48628,0.30935,1.12235,0.93831,1,0.96559,0.77535,0.7784,0.46994,1.54484,0.00194786,0.00194786,0.00194786
239,955.612,0.48867,0.30862,1.12926,0.93739,1,0.97324,0.74196,0.81822,0.46082,1.55977,0.00194764,0.00194764,0.00194764
240,959.353,0.52558,0.31655,1.14291,0.937,1,0.97324,0.75134,0.87545,0.46708,1.62375,0.00194743,0.00194743,0.00194743
241,963.133,0.55102,0.32305,1.15324,0.93767,1,0.96559,0.75559,0.84186,0.3818,1.58329,0.00194722,0.00194722,0.00194722
242,967.055,0.49656,0.30765,1.12479,0.93464,1,0.98441,0.78051,0.85539,0.44063,1.63368,0.00194701,0.00194701,0.00194701
243,970.893,0.51178,0.31586,1.15493,0.92653,1,0.97324,0.71663,0.92415,0.55249,1.78587,0.0019468,0.0019468,0.0019468
244,974.815,0.5448,0.33294,1.16163,0.93806,1,0.98794,0.82906,0.78607,0.41088,1.56995,0.00194658,0.00194658,0.00194658
245,978.757,0.52187,0.32385,1.16123,0.93589,1,0.97324,0.76618,0.78558,0.5079,1.56825,0.00194637,0.00194637,0.00194637
246,982.684,0.50865,0.32579,1.15472,0.93788,1,0.94735,0.78359,0.80038,0.49122,1.52541,0.00194615,0.00194615,0.00194615
247,986.546,0.51803,0.32927,1.13883,0.94071,0.99206,0.97676,0.78038,0.90887,0.43801,1.82631,0.00194593,0.00194593,0.00194593
248,990.508,0.52378,0.31156,1.15844,0.87118,0.875,0.93325,0.76443,0.99487,0.54069,1.99803,0.00194573,0.00194573,0.00194573
249,994.467,0.5231,0.32334,1.13391,0.88867,0.99787,0.961,0.74162,1.06896,0.50531,2.00071,0.0019455,0.0019455,0.0019455
250,998.289,0.48883,0.31454,1.12556,0.93476,1,0.98794,0.75016,0.99335,0.43703,1.89806,0.00194529,0.00194529,0.00194529
251,1002.21,0.52231,0.32232,1.15105,0.92948,1,0.98794,0.74537,0.91814,0.45339,1.81171,0.00194508,0.00194508,0.00194508
252,1006.15,0.49787,0.30485,1.12389,0.88501,1,0.98083,0.76509,0.96664,0.43609,1.96652,0.00194486,0.00194486,0.00194486
253,1010.06,0.4996,0.30635,1.1136,0.93843,1,0.99147,0.76468,0.87393,0.44741,1.84239,0.00194465,0.00194465,0.00194465
254,1013.83,0.4901,0.30621,1.12281,0.8397,1,0.98178,0.72296,0.99633,0.70571,2.08607,0.00194443,0.00194443,0.00194443
255,1017.62,0.49421,0.31567,1.13983,0.92271,0.9375,0.96083,0.74237,0.8883,0.52899,1.69791,0.00194423,0.00194423,0.00194423
256,1021.5,0.48345,0.30103,1.11866,0.93793,1,0.99147,0.82585,0.73504,0.41976,1.4305,0.00194402,0.00194402,0.00194402
257,1025.32,0.50134,0.3073,1.1408,0.93776,1,0.98794,0.78762,0.8314,0.45862,1.59504,0.0019438,0.0019438,0.0019438
258,1029.21,0.4862,0.30828,1.11673,0.93285,0.9375,0.94652,0.77554,0.90208,0.49835,1.67427,0.00194359,0.00194359,0.00194359
259,1033.04,0.47476,0.29139,1.11789,0.96066,0.875,0.95994,0.70204,1.13796,0.60935,1.86634,0.00194338,0.00194338,0.00194338
260,1036.99,0.47378,0.30035,1.12154,0.8846,1,0.97646,0.79137,0.89975,0.44202,1.67491,0.00194317,0.00194317,0.00194317
261,1040.91,0.52044,0.3278,1.14164,0.93815,1,0.99147,0.80879,0.82706,0.40477,1.59837,0.00194295,0.00194295,0.00194295
262,1044.84,0.47472,0.30266,1.10636,0.93969,0.97478,0.99147,0.78361,0.91051,0.45052,1.91625,0.00194273,0.00194273,0.00194273
263,1048.72,0.48232,0.30508,1.1162,0.93746,1,0.99147,0.78672,0.89856,0.45303,2.0068,0.00194252,0.00194252,0.00194252
264,1052.58,0.48351,0.31472,1.10491,0.9309,1,0.99147,0.75694,0.94379,0.52012,2.04365,0.00194231,0.00194231,0.00194231
265,1056.37,0.50141,0.30525,1.13662,0.93803,1,0.98794,0.66311,1.12706,0.53233,2.31312,0.00194209,0.00194209,0.00194209
266,1060.2,0.51694,0.31484,1.12684,0.93182,0.9375,0.98553,0.74226,0.98188,0.42206,1.96374,0.00194189,0.00194189,0.00194189
267,1064.17,0.48541,0.30318,1.11589,0.93798,1,0.98029,0.7857,0.85819,0.4148,1.8397,0.00194167,0.00194167,0.00194167
268,1068.06,0.54039,0.32003,1.1523,0.93831,1,0.99147,0.7554,0.95855,0.44315,1.86459,0.00194146,0.00194146,0.00194146
269,1071.97,0.52467,0.31415,1.14065,0.93828,1,0.99147,0.73603,1.00269,0.4523,1.8267,0.00194124,0.00194124,0.00194124
270,1075.94,0.50027,0.31148,1.12644,0.93816,1,0.99147,0.78715,0.85055,0.42134,1.58656,0.00194102,0.00194102,0.00194102
271,1079.87,0.49158,0.31945,1.12897,0.93813,1,0.98794,0.81953,0.86945,0.4123,1.70104,0.0019408,0.0019408,0.0019408
272,1083.89,0.48257,0.29438,1.12229,0.93833,1,0.99147,0.79904,0.8234,0.39726,1.77575,0.00194059,0.00194059,0.00194059
273,1087.72,0.50731,0.30608,1.15494,0.93753,1,0.99147,0.77758,0.86958,0.41225,1.82941,0.00194037,0.00194037,0.00194037
274,1091.72,0.49127,0.30952,1.10926,0.93798,1,0.99147,0.75954,0.86666,0.51941,1.79494,0.00194016,0.00194016,0.00194016
275,1095.75,0.50605,0.30614,1.12529,0.93815,1,0.99147,0.80523,0.90989,0.4989,1.84215,0.00193993,0.00193993,0.00193993
276,1099.75,0.48253,0.29867,1.1278,0.93851,1,0.98794,0.75192,1.08491,0.53062,2.14882,0.00193971,0.00193971,0.00193971
277,1103.77,0.49445,0.31089,1.12377,0.94107,0.99815,0.97676,0.73404,1.12594,0.55026,2.2116,0.0019395,0.0019395,0.0019395
278,1107.72,0.48143,0.31326,1.11317,0.93766,1,0.98794,0.79348,0.97311,0.48735,1.84824,0.00193928,0.00193928,0.00193928
279,1111.65,0.50456,0.33273,1.14044,0.88826,0.99395,0.98458,0.79804,0.88132,0.46061,1.63782,0.00193906,0.00193906,0.00193906
280,1115.81,0.50767,0.32451,1.13998,0.93812,1,0.98441,0.77297,0.92585,0.4312,1.7534,0.00193884,0.00193884,0.00193884
281,1119.85,0.48546,0.32318,1.11519,0.93803,1,0.99147,0.772,0.92479,0.42343,1.79035,0.00193861,0.00193861,0.00193861
282,1123.81,0.47712,0.29917,1.10743,0.93866,1,0.98794,0.75799,0.94304,0.43824,1.75492,0.00193839,0.00193839,0.00193839
283,1127.71,0.49497,0.32321,1.11828,0.93778,1,0.99147,0.82313,0.73961,0.42261,1.53629,0.00193817,0.00193817,0.00193817
284,1131.71,0.51461,0.32717,1.14668,0.93713,1,0.98441,0.79959,0.81093,0.42967,1.70395,0.00193796,0.00193796,0.00193796
285,1135.64,0.51793,0.31914,1.1438,0.93455,1,0.96559,0.70082,0.96647,0.52436,1.90961,0.00193774,0.00193774,0.00193774
286,1139.66,0.51949,0.32211,1.13203,0.93805,1,0.97676,0.75832,0.85056,0.44602,1.68143,0.00193752,0.00193752,0.00193752
287,1143.72,0.50515,0.31422,1.14848,0.9384,1,0.97676,0.77537,0.85536,0.42445,1.60096,0.0019373,0.0019373,0.0019373
288,1147.68,0.50602,0.30573,1.13994,0.94116,1,0.98029,0.78068,0.82799,0.45464,1.66695,0.00193708,0.00193708,0.00193708
289,1151.61,0.49865,0.30925,1.13651,0.93782,1,0.97676,0.75384,0.91338,0.47325,1.74479,0.00193686,0.00193686,0.00193686
290,1155.58,0.49273,0.30953,1.11699,0.93822,1,0.96971,0.73827,0.87223,0.49183,1.74087,0.00193665,0.00193665,0.00193665
291,1159.57,0.47203,0.28831,1.11129,0.93824,1,0.97324,0.73507,0.95381,0.47488,1.84939,0.00193643,0.00193643,0.00193643
292,1163.54,0.47515,0.30251,1.11733,0.93836,1,0.98794,0.74182,0.89884,0.48238,1.78258,0.00193621,0.00193621,0.00193621
293,1167.42,0.46012,0.29221,1.09627,0.83946,1,0.97847,0.74815,0.92332,0.50976,1.76791,0.00193599,0.00193599,0.00193599
294,1171.4,0.4824,0.30333,1.11542,0.8866,1,0.98167,0.7565,0.86659,0.60074,1.66093,0.00193578,0.00193578,0.00193578
295,1175.37,0.48252,0.30805,1.10725,0.88829,1,0.99147,0.77671,0.82061,0.48348,1.58121,0.00193556,0.00193556,0.00193556
296,1179.34,0.49115,0.30145,1.12353,0.93796,1,0.99147,0.77568,0.77389,0.42128,1.55775,0.00193534,0.00193534,0.00193534
297,1183.39,0.45972,0.30439,1.11807,0.88729,1,0.98794,0.78695,0.78976,0.42215,1.51357,0.00193512,0.00193512,0.00193512
298,1187.37,0.49232,0.30137,1.12004,0.93878,1,0.99147,0.78701,0.81365,0.41558,1.62332,0.0019349,0.0019349,0.0019349
299,1191.33,0.50479,0.29796,1.12901,0.94102,0.9974,0.99147,0.73291,0.89826,0.45834,1.97219,0.00193468,0.00193468,0.00193468
300,1195.34,0.50055,0.29786,1.14072,0.94117,0.99991,0.98794,0.76825,0.92944,0.45234,1.89868,0.00193446,0.00193446,0.00193446
301,1199.31,0.44388,0.27632,1.09033,0.93057,0.9375,0.97803,0.71152,0.99262,0.49918,1.92992,0.00193423,0.00193423,0.00193423
302,1203.25,0.47942,0.29109,1.11648,0.93647,1,0.96559,0.6918,0.92949,0.49276,1.74289,0.00193402,0.00193402,0.00193402
303,1207.23,0.45531,0.29364,1.08542,0.93804,1,0.95853,0.71873,0.88889,0.49288,1.71539,0.0019338,0.0019338,0.0019338
304,1211.32,0.49498,0.28766,1.11738,0.93844,1,0.96971,0.77637,0.84432,0.51298,1.78876,0.00193358,0.00193358,0.00193358
305,1215.23,0.4852,0.28447,1.1224,0.93566,1,0.97676,0.76471,0.89084,0.55082,1.76303,0.00193336,0.00193336,0.00193336
306,1219.24,0.50698,0.29965,1.13439,0.93752,1,0.98794,0.76172,0.93053,0.44981,1.93937,0.00193315,0.00193315,0.00193315
