epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
43,1049.92,0.02886,0.97561,1,0.63913,0.000699595,0.000699595,0.000699595
44,1073.69,0.03722,0.97561,1,0.30808,0.000699267,0.000699267,0.000699267
45,1097.38,0.0296,0.97561,1,0.8147,0.000698931,0.000698931,0.000698931
46,1121.12,0.03058,0.97561,1,0.27197,0.000698596,0.000698596,0.000698596
47,1144.84,0.03162,0.97561,1,0.32269,0.000698269,0.000698269,0.000698269
48,1168.51,0.03162,0.97561,1,0.257,0.000697935,0.000697935,0.000697935
49,1192.28,0.02329,0.97561,1,0.29405,0.000697601,0.000697601,0.000697601
50,1215.98,0.02985,0.97561,1,0.1641,0.000697268,0.000697268,0.000697268
51,1239.75,0.04261,0.97561,1,0.24341,0.000696934,0.000696934,0.000696934
52,1263.7,0.02407,0.97561,1,0.60909,0.000696601,0.000696601,0.000696601
53,1287.47,0.03688,0.95122,1,0.2649,0.000696269,0.000696269,0.000696269
54,1310.94,0.0358,0.95122,1,0.43165,0.000695937,0.000695937,0.000695937
55,1334.35,0.0504,0.97561,1,0.86341,0.000695605,0.000695605,0.000695605
56,1358.07,0.0288,0.97561,1,0.30792,0.000695273,0.000695273,0.000695273
57,1381.63,0.03056,0.97561,1,0.1624,0.000694942,0.000694942,0.000694942
58,1405.4,0.02003,0.97561,1,0.25076,0.000694611,0.000694611,0.000694611
59,1428.98,0.02684,0.97561,1,0.8511,0.00069428,0.00069428,0.00069428
60,1452.7,0.0221,0.97561,1,0.24406,0.00069395,0.00069395,0.00069395
61,1476.47,0.02763,0.97561,1,1.33697,0.00069362,0.00069362,0.00069362
62,1500.14,0.05781,0.97561,1,0.34919,0.00069328,0.00069328,0.00069328
63,1523.89,0.03437,0.97561,1,0.79186,0.00069295,0.00069295,0.00069295
64,1547.66,0.0241,0.97561,1,0.20429,0.000692621,0.000692621,0.000692621
65,1571.35,0.01836,0.97561,1,0.30884,0.000692282,0.000692282,0.000692282
66,1595.04,0.02973,0.97561,1,1.16131,0.000691953,0.000691953,0.000691953
67,1618.66,0.02471,0.97561,1,0.23368,0.000691625,0.000691625,0.000691625
68,1642.41,0.02305,0.97561,1,0.23967,0.000691286,0.000691286,0.000691286
69,1666.1,0.03506,0.97561,1,0.28632,0.000690958,0.000690958,0.000690958
70,1689.82,0.0221,0.97561,1,0.31201,0.000690619,0.000690619,0.000690619
71,1713.57,0.02779,0.97561,1,0.29095,0.000690291,0.000690291,0.000690291
72,1737.29,0.01543,0.97561,1,0.29956,0.000689953,0.000689953,0.000689953
73,1761.06,0.02657,0.97561,1,0.26472,0.000689626,0.000689626,0.000689626
74,1784.97,0.0249,0.97561,1,0.35728,0.000689287,0.000689287,0.000689287
75,1808.57,0.01685,0.97561,1,0.91859,0.00068896,0.00068896,0.00068896
76,1832.25,0.015,0.97561,1,0.35522,0.000688622,0.000688622,0.000688622
77,1856.02,0.03006,0.97561,1,0.31962,0.000688296,0.000688296,0.000688296
78,1879.68,0.01932,0.97561,1,0.3353,0.000687958,0.000687958,0.000687958
79,1903.34,0.01449,0.97561,1,0.28834,0.000687632,0.000687632,0.000687632
80,1927,0.019,0.97561,1,0.23953,0.000687294,0.000687294,0.000687294
81,1950.78,0.01566,0.97561,1,1.16022,0.000686969,0.000686969,0.000686969
82,1974.51,0.0335,0.97561,1,0.20782,0.000686631,0.000686631,0.000686631
83,1998.22,0.05685,0.97561,1,0.22416,0.000686293,0.000686293,0.000686293
84,2021.94,0.02766,0.97561,1,0.90153,0.000685969,0.000685969,0.000685969
85,2045.69,0.01553,0.97561,1,0.29248,0.000685631,0.000685631,0.000685631
86,2069.54,0.01652,0.97561,1,1.09572,0.000685307,0.000685307,0.000685307
87,2093.34,0.01994,0.97561,1,0.33936,0.000684969,0.000684969,0.000684969
88,2117.17,0.0135,0.97561,1,0.31592,0.000684632,0.000684632,0.000684632
89,2140.86,0.0084,0.97561,1,0.29623,0.000684294,0.000684294,0.000684294
90,2164.55,0.01448,0.97561,1,0.43506,0.000683971,0.000683971,0.000683971
91,2188.32,0.01397,0.97561,1,1.48054,0.000683634,0.000683634,0.000683634
92,2212.01,0.02237,0.97561,1,0.39654,0.000683296,0.000683296,0.000683296
93,2235.79,0.0313,0.97561,1,0.37134,0.000682974,0.000682974,0.000682974
94,2259.45,0.02776,0.97561,1,0.31619,0.000682636,0.000682636,0.000682636
95,2283.11,0.0291,0.97561,1,0.32916,0.000682299,0.000682299,0.000682299
96,2306.78,0.02384,0.97561,1,0.23209,0.000681977,0.000681977,0.000681977
97,2330.51,0.01367,0.97561,1,0.57675,0.00068164,0.00068164,0.00068164
98,2354.31,0.02618,0.97561,1,0.39111,0.000681303,0.000681303,0.000681303
99,2377.96,0.02345,0.97561,1,0.28101,0.000680982,0.000680982,0.000680982
100,2401.53,0.01931,0.97561,1,0.23125,0.000680645,0.000680645,0.000680645
101,2425.25,0.01733,0.97561,1,0.36431,0.000680308,0.000680308,0.000680308
102,2448.85,0.01904,0.97561,1,0.29251,0.000679987,0.000679987,0.000679987
103,2472.58,0.02065,0.97561,1,0.2968,0.00067965,0.00067965,0.00067965
104,2496.14,0.0129,0.97561,1,0.36764,0.000679314,0.000679314,0.000679314
105,2519.74,0.00844,0.97561,1,0.421,0.000678994,0.000678994,0.000678994
106,2543.43,0.01719,0.97561,1,0.44849,0.000678657,0.000678657,0.000678657
107,2567.16,0.01323,0.97561,1,0.54251,0.00067832,0.00067832,0.00067832
108,2590.87,0.02218,0.97561,1,0.4773,0.000677984,0.000677984,0.000677984
109,2614.46,0.01993,0.97561,1,0.45876,0.000677665,0.000677665,0.000677665
110,2638.07,0.02077,0.97561,1,0.49442,0.000677328,0.000677328,0.000677328
111,2661.76,0.01801,0.97561,1,0.49539,0.000676992,0.000676992,0.000676992
112,2685.49,0.01782,0.97561,1,0.53525,0.000676655,0.000676655,0.000676655
113,2709.32,0.02311,0.97561,1,2.23679,0.000676337,0.000676337,0.000676337
114,2733.07,0.02624,0.97561,1,1.33401,0.000676,0.000676,0.000676
115,2756.87,0.01373,0.97561,1,2.15065,0.000675664,0.000675664,0.000675664
116,2780.52,0.01796,0.97561,1,1.7473,0.000675328,0.000675328,0.000675328
117,2804.2,0.02728,0.97561,1,0.33093,0.000674992,0.000674992,0.000674992
118,2827.86,0.02137,0.97561,1,1.35256,0.000674674,0.000674674,0.000674674
119,2851.46,0.01661,0.97561,1,0.30908,0.000674338,0.000674338,0.000674338
120,2875.01,0.02644,0.97561,1,0.3462,0.000674002,0.000674002,0.000674002
121,2898.78,0.0246,0.97561,1,0.28319,0.000673666,0.000673666,0.000673666
122,2922.42,0.01693,0.97561,1,0.32178,0.000673349,0.000673349,0.000673349
123,2946.08,0.02291,0.97561,1,0.3063,0.000673013,0.000673013,0.000673013
124,2969.81,0.01048,0.97561,1,1.15627,0.000672677,0.000672677,0.000672677
125,2993.45,0.018,0.97561,1,0.35401,0.000672341,0.000672341,0.000672341
126,3017.32,0.01137,0.97561,1,1.31655,0.000672005,0.000672005,0.000672005
127,3041.07,0.02085,0.97561,1,0.32104,0.000671669,0.000671669,0.000671669
128,3064.86,0.01145,0.97561,1,0.35118,0.000671353,0.000671353,0.000671353
129,3088.62,0.02617,0.97561,1,0.27793,0.000671018,0.000671018,0.000671018
130,3112.33,0.0181,0.97561,1,0.37598,0.000670682,0.000670682,0.000670682
131,3135.94,0.02325,0.97561,1,1.90336,0.000670346,0.000670346,0.000670346
132,3159.69,0.03664,0.97561,1,0.33695,0.00067001,0.00067001,0.00067001
133,3183.44,0.0272,0.97561,1,0.30127,0.000669674,0.000669674,0.000669674
134,3207.18,0.0254,0.97561,1,0.37452,0.000669339,0.000669339,0.000669339
135,3230.85,0.02495,0.97561,1,1.57423,0.000669024,0.000669024,0.000669024
136,3254.51,0.01708,0.97561,1,0.3931,0.000668688,0.000668688,0.000668688
137,3278.14,0.01493,0.97561,1,0.30908,0.000668353,0.000668353,0.000668353
138,3301.85,0.00841,0.97561,1,1.07248,0.000668017,0.000668017,0.000668017
139,3325.48,0.01797,0.97561,1,0.25953,0.000667682,0.000667682,0.000667682
140,3349.19,0.01325,0.97561,1,0.28809,0.000667346,0.000667346,0.000667346
141,3372.93,0.01197,0.97561,1,0.35719,0.000667033,0.000667033,0.000667033
142,3396.61,0.01055,0.97561,1,0.34669,0.000666697,0.000666697,0.000666697
143,3420.21,0.02251,0.97561,1,0.26224,0.000666362,0.000666362,0.000666362
144,3443.91,0.00826,0.97561,1,0.33839,0.000666026,0.000666026,0.000666026
145,3467.52,0.00991,0.97561,1,0.26616,0.000665691,0.000665691,0.000665691
146,3491.21,0.01028,0.97561,1,0.32531,0.000665355,0.000665355,0.000665355
147,3514.93,0.02733,0.97561,1,0.29153,0.000665043,0.000665043,0.000665043
148,3538.62,0.02731,0.97561,1,0.93755,0.000664708,0.000664708,0.000664708
149,3562.32,0.0154,0.97561,1,0.31017,0.000664372,0.000664372,0.000664372
150,3586.06,0.0155,0.97561,1,0.27601,0.000664037,0.000664037,0.000664037
151,3609.84,0.02842,0.97561,1,0.2506,0.000663702,0.000663702,0.000663702
152,3633.5,0.01982,0.97561,1,0.20668,0.000663366,0.000663366,0.000663366
153,3657.19,0.01195,0.97561,1,0.70919,0.000663031,0.000663031,0.000663031
154,3680.86,0.00948,0.97561,1,0.28882,0.000662696,0.000662696,0.000662696
155,3704.45,0.02209,0.97561,1,0.23901,0.000662385,0.000662385,0.000662385
156,3728.03,0.01876,0.97561,1,0.23478,0.00066205,0.00066205,0.00066205
157,3751.83,0.01166,0.97561,1,0.74659,0.000661714,0.000661714,0.000661714
158,3775.6,0.01993,0.97561,1,0.57478,0.000661379,0.000661379,0.000661379
159,3799.3,0.0264,0.97561,1,0.17241,0.000661044,0.000661044,0.000661044
160,3822.99,0.01576,0.97561,1,0.78811,0.000660709,0.000660709,0.000660709
161,3846.71,0.00952,0.97561,1,0.87746,0.000660374,0.000660374,0.000660374
162,3870.41,0.01659,0.97561,1,0.27509,0.000660039,0.000660039,0.000660039
163,3894.04,0.01375,0.97561,1,0.32178,0.000659703,0.000659703,0.000659703
164,3917.82,0.01336,0.97561,1,0.36401,0.000659394,0.000659394,0.000659394
165,3941.52,0.01286,0.97561,1,0.36719,0.000659059,0.000659059,0.000659059
166,3965.18,0.00855,0.97561,1,1.33011,0.000658724,0.000658724,0.000658724
167,3988.91,0.01123,0.97561,1,1.49124,0.000658389,0.000658389,0.000658389
168,4012.48,0.0065,0.97561,1,0.40675,0.000658054,0.000658054,0.000658054
169,4036.21,0.02585,0.97561,1,0.32961,0.000657719,0.000657719,0.000657719
170,4059.93,0.01799,0.97561,1,0.34033,0.000657384,0.000657384,0.000657384
171,4083.74,0.01013,0.97561,1,0.33277,0.000657049,0.000657049,0.000657049
172,4107.48,0.01883,0.97561,1,0.33891,0.000656714,0.000656714,0.000656714
173,4131.09,0.00906,0.97561,1,0.31592,0.000656379,0.000656379,0.000656379
174,4154.84,0.01309,0.97561,1,0.33911,0.000656072,0.000656072,0.000656072
175,4178.47,0.02007,0.97561,1,1.22657,0.000655737,0.000655737,0.000655737
176,4202.28,0.01038,0.97561,1,1.16798,0.000655402,0.000655402,0.000655402
177,4225.97,0.00851,0.97561,1,0.33887,0.000655067,0.000655067,0.000655067
178,4249.53,0.00846,0.97561,1,0.38428,0.000654732,0.000654732,0.000654732
179,4273.38,0.01959,0.97561,1,0.38379,0.000654397,0.000654397,0.000654397
180,4297,0.00899,0.97561,1,0.3262,0.000654063,0.000654063,0.000654063
181,4320.67,0.01321,0.97561,1,0.3623,0.000653728,0.000653728,0.000653728
182,4344.3,0.01172,0.97561,1,0.33399,0.000653393,0.000653393,0.000653393
183,4367.91,0.00687,0.97561,1,0.35353,0.000653058,0.000653058,0.000653058
184,4391.55,0.00624,0.97561,1,0.37161,0.000652752,0.000652752,0.000652752
185,4415.21,0.00731,0.97561,1,0.41799,0.000652417,0.000652417,0.000652417
186,4439.05,0.00477,0.97561,1,0.41602,0.000652083,0.000652083,0.000652083
187,4462.71,0.00863,0.97561,1,0.4458,0.000651748,0.000651748,0.000651748
188,4486.57,0.0222,0.97561,1,0.42751,0.000651413,0.000651413,0.000651413
189,4510.18,0.01418,0.97561,1,0.32911,0.000651079,0.000651079,0.000651079
190,4534,0.01819,0.97561,1,0.29883,0.000650744,0.000650744,0.000650744
191,4557.58,0.02593,0.97561,1,0.35816,0.000650409,0.000650409,0.000650409
192,4581.36,0.02743,0.97561,1,0.36377,0.000650075,0.000650075,0.000650075
193,4605.01,0.02655,0.97561,1,0.35157,0.00064974,0.00064974,0.00064974
194,4628.89,0.02309,0.97561,1,0.34182,0.000649405,0.000649405,0.000649405
195,4652.52,0.01833,0.97561,1,0.3317,0.000649071,0.000649071,0.000649071
196,4676.27,0.01486,0.97561,1,1.11331,0.000648736,0.000648736,0.000648736
197,4700,0.01216,0.97561,1,0.31009,0.000648401,0.000648401,0.000648401
198,4723.55,0.00503,0.97561,1,0.31153,0.000648098,0.000648098,0.000648098
199,4747.26,0.00913,0.97561,1,0.33183,0.000647763,0.000647763,0.000647763
200,4770.96,0.01115,0.97561,1,1.29207,0.000647429,0.000647429,0.000647429
201,4794.73,0.01597,0.97561,1,1.34292,0.000647094,0.000647094,0.000647094
202,4818.37,0.01924,0.97561,1,0.38647,0.00064676,0.00064676,0.00064676
203,4842.04,0.01231,0.97561,1,0.39676,0.000646425,0.000646425,0.000646425
204,4865.75,0.0112,0.97561,1,0.40387,0.000646091,0.000646091,0.000646091
205,4889.34,0.0103,0.97561,1,1.47768,0.000645756,0.000645756,0.000645756
206,4913.05,0.0117,0.97561,1,0.40259,0.000645422,0.000645422,0.000645422
207,4936.75,0.00817,0.97561,1,1.45126,0.000645087,0.000645087,0.000645087
208,4960.43,0.01081,0.97561,1,0.42725,0.000644752,0.000644752,0.000644752
209,4984.05,0.01652,0.97561,1,0.39648,0.000644418,0.000644418,0.000644418
210,5007.68,0.01145,0.97561,1,0.36867,0.000644116,0.000644116,0.000644116
211,5031.36,0.0132,0.97561,1,0.35522,0.000643782,0.000643782,0.000643782
212,5055.08,0.0118,0.97561,1,1.2588,0.000643448,0.000643448,0.000643448
213,5078.81,0.01346,0.97561,1,0.35206,0.000643113,0.000643113,0.000643113
214,5102.49,0.01148,0.97561,1,0.3701,0.000642779,0.000642779,0.000642779
215,5126.08,0.02202,0.97561,1,0.37409,0.000642445,0.000642445,0.000642445
216,5149.81,0.01385,0.97561,1,0.35742,0.00064211,0.00064211,0.00064211
217,5173.47,0.00852,0.97561,1,0.36134,0.000641776,0.000641776,0.000641776
218,5197.1,0.00854,0.97561,1,0.37549,0.000641442,0.000641442,0.000641442
219,5220.87,0.00301,0.97561,1,0.39502,0.000641107,0.000641107,0.000641107
220,5244.51,0.01039,0.97561,1,0.42261,0.000640773,0.000640773,0.000640773
221,5268.17,0.0117,0.97561,1,0.42188,0.000640438,0.000640438,0.000640438
222,5291.83,0.01734,0.97561,1,1.48047,0.000640104,0.000640104,0.000640104
223,5315.44,0.01718,0.97561,1,0.41603,0.00063977,0.00063977,0.00063977
224,5339.17,0.01565,0.97561,1,0.41847,0.000639471,0.000639471,0.000639471
225,5362.99,0.00902,0.97561,1,1.48731,0.000639136,0.000639136,0.000639136
226,5386.62,0.01678,0.97561,1,0.43143,0.000638802,0.000638802,0.000638802
227,5410.43,0.0128,0.97561,1,0.4292,0.000638468,0.000638468,0.000638468
228,5434.11,0.01037,0.97561,1,1.49219,0.000638134,0.000638134,0.000638134
229,5457.81,0.01454,0.97561,1,0.42579,0.000637799,0.000637799,0.000637799
230,5481.39,0.02008,0.97561,1,1.47071,0.000637465,0.000637465,0.000637465
231,5505.09,0.01186,0.97561,1,0.39088,0.000637131,0.000637131,0.000637131
232,5528.86,0.00419,0.97561,1,0.37939,0.000636797,0.000636797,0.000636797
233,5552.5,0.00499,0.97561,1,0.38038,0.000636463,0.000636463,0.000636463
234,5576.37,0.00638,0.97561,1,0.38867,0.000636128,0.000636128,0.000636128
235,5600.11,0.0027,0.97561,1,0.39697,0.000635794,0.000635794,0.000635794
236,5623.99,0.00849,0.97561,1,1.4336,0.00063546,0.00063546,0.00063546
237,5647.52,0.01292,0.97561,1,1.43067,0.000635126,0.000635126,0.000635126
238,5671.3,0.01698,0.97561,1,0.40894,0.000634792,0.000634792,0.000634792
239,5694.88,0.0171,0.97561,1,1.41993,0.000634457,0.000634457,0.000634457
240,5718.43,0.00601,0.97561,1,0.39307,0.000634123,0.000634123,0.000634123
241,5741.98,0.00746,0.97561,1,0.38721,0.000633789,0.000633789,0.000633789
242,5765.92,0.01028,0.97561,1,0.38379,0.000633455,0.000633455,0.000633455
243,5789.43,0.01773,0.97561,1,0.37622,0.000633121,0.000633121,0.000633121
244,5813.2,0.00748,0.97561,1,0.37207,0.000632825,0.000632825,0.000632825
245,5836.87,0.01117,0.97561,1,0.38086,0.000632491,0.000632491,0.000632491
246,5860.57,0.01653,0.97561,1,0.39209,0.000632157,0.000632157,0.000632157
247,5884.36,0.0101,0.97561,1,1.41016,0.000631823,0.000631823,0.000631823
248,5908.06,0.02014,0.97561,1,0.40088,0.000631488,0.000631488,0.000631488
249,5931.86,0.01455,0.97561,1,0.39209,0.000631154,0.000631154,0.000631154
250,5955.48,0.00896,0.97561,1,0.38501,0.00063082,0.00063082,0.00063082
251,5979.22,0.01309,0.97561,1,0.38355,0.000630486,0.000630486,0.000630486
252,6002.8,0.00719,0.97561,1,0.39258,0.000630152,0.000630152,0.000630152
253,6026.5,0.00517,0.97561,1,1.42579,0.000629818,0.000629818,0.000629818
254,6050.35,0.00659,0.97561,1,0.40235,0.000629484,0.000629484,0.000629484
255,6073.97,0.00836,0.97561,1,0.38551,0.00062915,0.00062915,0.00062915
256,6097.63,0.02102,0.97561,1,1.3457,0.000628816,0.000628816,0.000628816
257,6121.4,0.00932,0.97561,1,0.375,0.000628482,0.000628482,0.000628482
258,6145.01,0.01104,0.97561,1,0.36572,0.000628148,0.000628148,0.000628148
259,6168.56,0.01306,0.97561,1,0.3584,0.000627814,0.000627814,0.000627814
260,6192.28,0.0243,0.97561,1,0.36134,0.00062748,0.00062748,0.00062748
261,6215.86,0.01608,0.97561,1,0.36231,0.000627146,0.000627146,0.000627146
262,6239.64,0.00861,0.97561,1,0.35767,0.000626812,0.000626812,0.000626812
263,6263.25,0.02195,0.97561,1,1.24512,0.000626478,0.000626478,0.000626478
264,6286.97,0.00866,0.97561,1,0.34399,0.000626144,0.000626144,0.000626144
265,6310.81,0.00821,0.97561,1,0.33887,0.000625851,0.000625851,0.000625851
266,6334.49,0.0178,0.97561,1,1.21387,0.000625517,0.000625517,0.000625517
267,6358.15,0.01297,0.97561,1,0.34229,0.000625183,0.000625183,0.000625183
268,6381.89,0.0068,0.97561,1,0.34766,0.000624849,0.000624849,0.000624849
269,6405.72,0.00507,0.97561,1,1.25684,0.000624516,0.000624516,0.000624516
270,6429.43,0.00453,0.97561,1,0.36182,0.000624182,0.000624182,0.000624182
271,6453.09,0.00422,0.97561,1,0.36572,0.000623848,0.000623848,0.000623848
272,6476.87,0.00844,0.97561,1,1.29981,0.000623514,0.000623514,0.000623514
273,6500.63,0.00569,0.97561,1,0.36646,0.00062318,0.00062318,0.00062318
274,6524.49,0.0038,0.97561,1,0.37036,0.000622846,0.000622846,0.000622846
275,6548.18,0.00783,0.97561,1,0.37647,0.000622512,0.000622512,0.000622512
276,6571.79,0.01013,0.97561,1,1.35645,0.000622178,0.000622178,0.000622178
277,6595.54,0.01284,0.97561,1,0.39014,0.000621844,0.000621844,0.000621844
278,6619.33,0.00907,0.97561,1,0.39819,0.000621511,0.000621511,0.000621511
279,6642.88,0.02079,0.97561,1,0.40137,0.000621177,0.000621177,0.000621177
280,6666.52,0.01412,0.97561,1,0.40088,0.000620843,0.000620843,0.000620843
281,6690.18,0.00941,0.97561,1,1.41211,0.000620509,0.000620509,0.000620509
282,6713.91,0.00677,0.97561,1,0.39453,0.000620175,0.000620175,0.000620175
283,6737.54,0.01166,0.97561,1,0.39625,0.000619841,0.000619841,0.000619841
284,6761.34,0.01244,0.97561,1,0.3921,0.000619507,0.000619507,0.000619507
285,6785.01,0.00743,0.97561,1,0.38673,0.000619173,0.000619173,0.000619173
286,6808.92,0.00784,0.97561,1,0.37939,0.000618839,0.000618839,0.000618839
287,6832.46,0.00838,0.97561,1,1.33496,0.000618505,0.000618505,0.000618505
288,6856.26,0.00358,0.97561,1,1.31738,0.000618172,0.000618172,0.000618172
289,6879.86,0.00746,0.97561,1,0.37012,0.000617838,0.000617838,0.000617838
290,6903.59,0.01098,0.97561,1,1.30371,0.000617504,0.000617504,0.000617504
291,6927.3,0.00591,0.97561,1,0.36597,0.00061717,0.00061717,0.00061717
292,6951.03,0.00908,0.97561,1,0.3628,0.000616836,0.000616836,0.000616836
293,6974.73,0.01228,0.97561,1,0.36328,0.000616502,0.000616502,0.000616502
294,6998.45,0.00773,0.97561,1,0.36329,0.000616168,0.000616168,0.000616168
295,7022.11,0.00327,0.97561,1,0.36523,0.000615834,0.000615834,0.000615834
296,7045.77,0.00466,0.97561,1,0.36719,0.000615547,0.000615547,0.000615547
297,7069.46,0.01043,0.97561,1,0.36426,0.000615213,0.000615213,0.000615213
298,7093.01,0.01197,0.97561,1,0.36231,0.000614879,0.000614879,0.000614879
299,7116.63,0.01406,0.97561,1,0.36572,0.000614546,0.000614546,0.000614546
300,7140.3,0.01859,0.97561,1,0.37061,0.000614212,0.000614212,0.000614212
301,7163.98,0.00914,0.97561,1,0.37305,0.000613878,0.000613878,0.000613878
302,7187.64,0.00979,0.97561,1,0.37891,0.000613544,0.000613544,0.000613544
303,7211.31,0.01331,0.97561,1,0.38037,0.000613211,0.000613211,0.000613211
304,7234.95,0.01061,0.97561,1,0.38037,0.000612877,0.000612877,0.000612877
305,7258.59,0.00627,0.97561,1,0.37891,0.000612543,0.000612543,0.000612543
306,7282.33,0.00859,0.97561,1,0.37964,0.000612209,0.000612209,0.000612209
307,7305.86,0.00883,0.97561,1,0.38087,0.000611876,0.000611876,0.000611876
308,7329.52,0.00386,0.97561,1,0.38452,0.000611542,0.000611542,0.000611542
309,7353.26,0.00756,0.97561,1,0.38526,0.000611208,0.000611208,0.000611208
310,7377.01,0.0099,0.97561,1,0.38892,0.000610875,0.000610875,0.000610875
311,7400.84,0.01068,0.97561,1,0.3877,0.000610541,0.000610541,0.000610541
312,7424.5,0.00604,0.97561,1,0.39063,0.000610207,0.000610207,0.000610207
313,7448.22,0.00788,0.97561,1,0.39453,0.000609873,0.000609873,0.000609873
314,7471.95,0.01462,0.97561,1,0.39551,0.00060954,0.00060954,0.00060954
315,7495.55,0.00781,0.97561,1,0.39844,0.000609206,0.000609206,0.000609206
316,7519.36,0.00902,0.97561,1,0.3999,0.000608872,0.000608872,0.000608872
317,7542.92,0.00764,0.97561,1,0.40137,0.000608538,0.000608538,0.000608538
318,7566.52,0.01768,0.97561,1,0.40406,0.000608205,0.000608205,0.000608205
319,7590.02,0.0068,0.97561,1,0.40748,0.000607871,0.000607871,0.000607871
320,7613.6,0.0096,0.97561,1,0.41016,0.000607537,0.000607537,0.000607537
321,7637.16,0.0099,0.97561,1,0.41455,0.000607254,0.000607254,0.000607254
322,7661.01,0.00908,0.97561,1,0.4187,0.00060692,0.00060692,0.00060692
323,7684.55,0.00557,0.97561,1,1.4961,0.000606587,0.000606587,0.000606587
324,7708.29,0.00938,0.97561,1,0.42334,0.000606253,0.000606253,0.000606253
325,7732.01,0.00702,0.97561,1,0.4248,0.000605919,0.000605919,0.000605919
326,7755.7,0.00931,0.97561,1,0.42677,0.000605586,0.000605586,0.000605586
327,7779.38,0.00522,0.97561,1,0.42798,0.000605252,0.000605252,0.000605252
328,7803.12,0.00762,0.97561,1,1.51953,0.000604919,0.000604919,0.000604919
329,7826.74,0.01112,0.97561,1,0.42944,0.000604585,0.000604585,0.000604585
330,7850.34,0.01014,0.97561,1,0.43018,0.000604252,0.000604252,0.000604252
331,7873.93,0.00824,0.97561,1,0.43262,0.000603918,0.000603918,0.000603918
