epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,6440.22,0.45709,0.29283,1.04629,0.99561,0.996,0.99496,0.93573,0.3945,0.19079,0.89549,0.001648,0.001648,0.001648
186,6474.84,0.46674,0.2934,1.04951,0.99559,0.996,0.99496,0.93604,0.39539,0.18954,0.89567,0.00164609,0.00164609,0.00164609
187,6509.6,0.46287,0.29186,1.04287,0.99559,0.996,0.99496,0.93837,0.39386,0.18867,0.89449,0.00164417,0.00164417,0.00164417
188,6544.74,0.47283,0.30026,1.04987,0.99562,0.996,0.99496,0.93953,0.39575,0.19249,0.89632,0.00164226,0.00164226,0.00164226
189,6579.71,0.45364,0.2881,1.04249,0.99563,0.996,0.99496,0.93962,0.3938,0.19261,0.89491,0.00164035,0.00164035,0.00164035
190,6614.44,0.46353,0.28848,1.04674,0.99564,0.996,0.99496,0.93979,0.39399,0.19183,0.89612,0.00163843,0.00163843,0.00163843
191,6648.96,0.46304,0.29467,1.05086,0.99565,0.996,0.99496,0.9385,0.3943,0.19297,0.89593,0.00163652,0.00163652,0.00163652
192,6683.76,0.45503,0.2966,1.04301,0.99567,0.996,0.99496,0.93828,0.39641,0.19331,0.89645,0.00163461,0.00163461,0.00163461
193,6718.62,0.46221,0.29089,1.04284,0.99566,0.996,0.99496,0.93817,0.3956,0.19328,0.89531,0.0016327,0.0016327,0.0016327
194,6753.37,0.45987,0.28792,1.04437,0.99566,0.996,0.99496,0.93916,0.39591,0.19559,0.89497,0.00163078,0.00163078,0.00163078
195,6788.1,0.45733,0.28433,1.04532,0.99566,0.996,0.99492,0.93789,0.39428,0.19328,0.89364,0.00162887,0.00162887,0.00162887
196,6822.74,0.46148,0.28948,1.049,0.99565,0.996,0.99492,0.93923,0.39267,0.18996,0.89106,0.00162696,0.00162696,0.00162696
197,6857.8,0.44897,0.28143,1.03809,0.99565,0.996,0.99492,0.93912,0.39342,0.19122,0.89091,0.00162504,0.00162504,0.00162504
198,6892.61,0.45422,0.28674,1.04031,0.99564,0.996,0.99492,0.93797,0.3945,0.19179,0.89211,0.00162313,0.00162313,0.00162313
199,6927.54,0.45377,0.28802,1.04058,0.99565,0.996,0.99492,0.93764,0.39546,0.1871,0.89242,0.00162122,0.00162122,0.00162122
200,6962.21,0.46019,0.29448,1.04436,0.99564,0.996,0.99496,0.93755,0.39494,0.18751,0.89168,0.0016193,0.0016193,0.0016193
201,6996.94,0.45052,0.28471,1.03916,0.99564,0.996,0.99492,0.93691,0.39418,0.18888,0.89077,0.00161739,0.00161739,0.00161739
202,7031.73,0.45811,0.28508,1.04372,0.99565,0.996,0.99496,0.93884,0.39285,0.1864,0.88816,0.00161548,0.00161548,0.00161548
203,7066.35,0.44374,0.27854,1.03535,0.99567,0.996,0.99496,0.9375,0.39212,0.1848,0.88603,0.00161357,0.00161357,0.00161357
204,7100.9,0.46326,0.28853,1.04851,0.99565,0.996,0.99496,0.93775,0.39203,0.18445,0.88607,0.00161165,0.00161165,0.00161165
205,7135.57,0.44973,0.28696,1.039,0.99565,0.996,0.99496,0.9373,0.39168,0.18584,0.88703,0.00160974,0.00160974,0.00160974
206,7170.47,0.45179,0.28204,1.03516,0.99565,0.996,0.99496,0.938,0.39031,0.1854,0.8865,0.00160783,0.00160783,0.00160783
207,7205.27,0.45254,0.28818,1.03725,0.99564,0.996,0.99496,0.93881,0.38922,0.18245,0.88593,0.00160591,0.00160591,0.00160591
208,7240.13,0.44407,0.28214,1.03692,0.99564,0.996,0.99496,0.9383,0.38873,0.18187,0.88562,0.001604,0.001604,0.001604
209,7274.84,0.45305,0.28371,1.03536,0.99564,0.996,0.99496,0.93929,0.38909,0.18488,0.88569,0.00160209,0.00160209,0.00160209
210,7309.66,0.45029,0.28244,1.03723,0.99565,0.996,0.99496,0.93989,0.38925,0.18458,0.88635,0.00160017,0.00160017,0.00160017
211,7344.28,0.44851,0.28252,1.03371,0.99564,0.996,0.99496,0.93829,0.38928,0.18359,0.88612,0.00159826,0.00159826,0.00159826
212,7378.96,0.45866,0.29479,1.04518,0.99563,0.996,0.99496,0.93948,0.38952,0.18294,0.88748,0.00159635,0.00159635,0.00159635
213,7413.65,0.45574,0.28216,1.03925,0.99562,0.996,0.99496,0.93903,0.39051,0.18208,0.88918,0.00159443,0.00159443,0.00159443
214,7448.45,0.44861,0.27808,1.03459,0.99562,0.996,0.99496,0.93822,0.39024,0.18282,0.88938,0.00159252,0.00159252,0.00159252
215,7483.2,0.44321,0.28114,1.04104,0.99562,0.996,0.99496,0.93825,0.38936,0.18488,0.88947,0.00159061,0.00159061,0.00159061
216,7517.7,0.4453,0.27936,1.03361,0.9956,0.996,0.99496,0.93915,0.3907,0.18814,0.89054,0.0015887,0.0015887,0.0015887
217,7552.48,0.44232,0.27527,1.02972,0.99558,0.996,0.99496,0.93882,0.39025,0.18789,0.8905,0.00158678,0.00158678,0.00158678
218,7587.1,0.44474,0.27951,1.03586,0.99558,0.996,0.99496,0.93924,0.39106,0.18821,0.89149,0.00158487,0.00158487,0.00158487
219,7622.04,0.43982,0.27737,1.0382,0.99558,0.996,0.99496,0.93886,0.39118,0.18774,0.89178,0.00158296,0.00158296,0.00158296
220,7656.71,0.44447,0.27336,1.03182,0.99558,0.996,0.99496,0.93634,0.39007,0.18704,0.89088,0.00158104,0.00158104,0.00158104
221,7691.53,0.43402,0.27324,1.02958,0.99559,0.996,0.99496,0.93599,0.39021,0.18806,0.891,0.00157913,0.00157913,0.00157913
222,7726.04,0.43686,0.27639,1.03397,0.99561,0.996,0.99496,0.93578,0.39024,0.18999,0.89094,0.00157722,0.00157722,0.00157722
223,7760.59,0.43838,0.2744,1.03111,0.99561,0.996,0.99496,0.93383,0.39024,0.19127,0.89093,0.0015753,0.0015753,0.0015753
224,7795.51,0.44692,0.27603,1.03049,0.99563,0.996,0.99496,0.93537,0.38962,0.18884,0.89019,0.00157339,0.00157339,0.00157339
225,7830.3,0.44144,0.27518,1.02904,0.99562,0.996,0.99496,0.93572,0.38934,0.18854,0.89027,0.00157148,0.00157148,0.00157148
226,7865.02,0.44205,0.27726,1.03148,0.99563,0.996,0.99496,0.93584,0.39025,0.18559,0.89068,0.00156957,0.00156957,0.00156957
227,7899.98,0.43969,0.27861,1.03208,0.99563,0.996,0.99496,0.93565,0.39061,0.18604,0.88986,0.00156765,0.00156765,0.00156765
228,7934.92,0.43636,0.2772,1.03149,0.99563,0.996,0.99496,0.9363,0.39043,0.18633,0.89004,0.00156574,0.00156574,0.00156574
229,7969.5,0.43579,0.27697,1.03055,0.99563,0.996,0.99496,0.93673,0.39052,0.18705,0.88973,0.00156383,0.00156383,0.00156383
230,8004.11,0.44403,0.27975,1.03541,0.99564,0.996,0.99496,0.93758,0.3908,0.18476,0.88946,0.00156191,0.00156191,0.00156191
231,8038.87,0.43889,0.27588,1.02837,0.99563,0.996,0.99496,0.9379,0.39028,0.18573,0.88916,0.00156,0.00156,0.00156
232,8073.61,0.43766,0.27376,1.02748,0.99564,0.996,0.99496,0.93879,0.38929,0.1847,0.88788,0.00155809,0.00155809,0.00155809
233,8108.33,0.43373,0.27311,1.03021,0.99564,0.996,0.99492,0.93862,0.38872,0.18332,0.88805,0.00155617,0.00155617,0.00155617
234,8143.49,0.44108,0.27863,1.03241,0.99565,0.996,0.99492,0.9383,0.38832,0.18122,0.88848,0.00155426,0.00155426,0.00155426
235,8177.94,0.44121,0.27452,1.03098,0.99566,0.996,0.99492,0.93748,0.38858,0.18185,0.88908,0.00155235,0.00155235,0.00155235
236,8212.64,0.43342,0.2699,1.02484,0.99566,0.996,0.99488,0.93977,0.38884,0.18141,0.8895,0.00155043,0.00155043,0.00155043
